case_id,candidate,judge,sample,parse_ok,conflict_insight,market_read_accuracy,strategy_direction,target_portrait_match,persona_read,logic_depth,insight_nonobviousness,risk_anti_pattern,actionability,A_avg,B_avg,overall,comment
鳌烨141,student_noskill,gemini-3.1-pro,0,True,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.4,4.75,4.556,整体逻辑极佳且洞察深刻，但在核心矛盾上仅识别了个人认知错配，未点破极品男稀缺的市场结构矛盾，且建议略偏理念层面。
鳌烨141,student_noskill,deepseek-v4-pro,0,True,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.6,4.5,4.556,理想对象画像较专家放宽至“非顶级富豪”，未完全呼应“极高经济实力”；矛盾分析未直接点出“优质男性已被分完”的结构性现实。
鳌烨144,student_noskill,gpt-5.5,0,True,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.6,3.5,3.0,主要差距是把核心问题从“物质掌控力强但情感细腻度不足”偏移成年龄折价和传统角色错位，导致市场估值与策略重心明显偏离专家判断。
鳌烨144,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.8,1.0,1.444,严重违背中国婚恋市场常识（如将优质男性的离异无孩视为劣势），逻辑自相矛盾且盲目堆砌金融词汇，策略方向与专家背道而驰。
鳌烨144,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,3.6,4.25,3.889,核心矛盾未点出情感细腻度缺失，策略未强调增加情感投入，对年龄折价过度强调导致市场估值偏离专家乐观判断
鳌烨129,student_noskill,gpt-5.5,0,True,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.8,3.25,3.0,主要差距在于把专家强调的“高颜值+重债务导致高危被掠夺”转向了“应跳出庇护型男性、找同龄中等男”的策略，目标画像和核心风险判断明显偏离参考。
鳌烨129,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.4,1.5,1.444,完全脱离真实市场规律，错判年轻中产男对女方沉重债务的接受度，核心画像与专家方向完全背道而驰。
鳌烨129,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,2.8,4.75,3.667,核心矛盾误判为期望错配而非外形与债务不对等，策略方向由专家认可的‘寻极雄厚宽厚男性保留尊严’转为‘降级找中等男共同分担’，画像与方向根本偏离。
鳌烨158,student_noskill,gpt-5.5,0,True,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.8,3.25,3.0,主要偏差是把核心矛盾误判为“事业天花板与温柔持家女性需求错配”，弱化了专家强调的物质掌控力强但情感细腻度不足、谈判感过重这一主轴。
鳌烨158,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.75,1.333,严重误判二线城市35岁A7无孩男性的极高市场价值，错误定性为“天花板低”和“贬值”，导致全盘逻辑与策略完全脱离事实并背离专家方向。
鳌烨158,student_noskill,deepseek-v4-pro,0,True,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.2,3.5,2.778,核心矛盾误判为供需错配而非情感细腻度缺失；市场估值方向与专家相反，低估离异无孩溢价。
鳌烨159,student_noskill,gpt-5.5,0,True,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.4,3.75,3.556,主要差距在于目标画像明显下沉，偏向28-35岁中上男而非35-40岁高净值成熟男性，且市场估值中过度强调无议价能力和本地供给限制。
鳌烨159,student_noskill,gemini-3.1-pro,0,True,5.0,3.0,3.0,1.0,5.0,3.0,2.0,5.0,3.0,3.4,3.25,3.333,待评分析倾向于传统说教（劝人共同成长），未能正视案主利用顶级颜值进行阶层跃迁的客观诉求与可能，且部分段落（如理想对象）存在明显的语病与逻辑混乱。
鳌烨159,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.6,4.0,4.333,对象画像年龄/阶层与专家偏差，分析略啰嗦，行动建议偏原则性不够具体。
鳌烨162,student_noskill,gpt-5.5,0,True,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.6,3.0,2.778,主要偏差是把核心问题从“经济稳定但情感供给不足”误转为“经济预期错配和降级择偶”，因此策略缺少提升情绪互动与寻找开朗互补型对象这一关键方向。
鳌烨162,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.4,2.0,1.667,待评分析脱离输入事实，无端臆测男方'挑剔'与'高预期'，完全没有抓到其作为生存型直男情感供给匮乏的真正软肋，导致整体诊断偏航，满篇生搬硬套的模板套话。
鳌烨162,student_noskill,deepseek-v4-pro,0,True,2.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.2,2.75,2.444,核心矛盾错位，将情感匮乏曲解为吸引力错配和高要求；市场估值脱离事实（外貌误判为中等偏下），策略方向完全偏离专家建议的‘增加情感互动、找开朗互补型’。
鳌烨169,student_noskill,gpt-5.5,0,True,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.8,3.75,3.222,主要差距在于低估了33岁、外形一般且强势性格带来的市场下滑压力，仍把目标放在高知独立男性上，偏离专家所说需向极度温和包容型对象兼容的方向。
鳌烨169,student_noskill,gemini-3.1-pro,0,True,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.8,1.75,1.778,致命错误在于将33岁女性误判为市场'硬通货'，导致全盘估值崩塌，且未指出其外貌与年龄筹码劣势，推导出的目标画像和策略完全不切实际。
鳌烨169,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.8,2.75,2.778,策略与理想对象画像与专家背离，误将强势当卖点、未识别需向下兼容的实质。
鳌烨176,student_noskill,gpt-5.5,0,True,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.8,3.25,3.0,主要差距在于把男方市场估值压得过低，并将核心矛盾偏移为择偶标准互斥，弱化了专家强调的“传统优质股但缺乏颜值与情绪诱导导致没感觉”的关键判断。
鳌烨176,student_noskill,gemini-3.1-pro,0,True,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.5,1.778,市场估值严重脱离事实（用一线城市标准乱套二线央企男且错判体制内优势），策略中减重目标荒诞（166斤减到165斤）且盲目建议降维妥协，完全未命中提升情绪价值与颜值溢价的核心破局点。
鳌烨176,student_noskill,deepseek-v4-pro,0,True,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.2,3.25,2.667,市场估值偏悲观且策略方向走偏，将核心矛盾错判为标准过高而非吸引力匮乏，进而建议降级标准而非专家强调的提升情绪价值与性张力。
鳌烨167,student_noskill,gpt-5.5,0,True,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.4,3.5,3.444,主要差距在于策略和目标画像仍偏乐观且有事实外推，如二三线城市、年龄差极大、无家庭拖累等判断不稳，未充分落到专家强调的停止幻想与匹配普通打工女性。
鳌烨167,student_noskill,gemini-3.1-pro,0,True,5.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.5,2.333,出现严重事实违背（将父母无保障曲解为无拖累，将92年找90后视为极大年龄差），导致估值与逻辑自相矛盾、策略无法落地。
鳌烨167,student_noskill,deepseek-v4-pro,0,True,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.8,3.5,3.667,策略保留幻想且画像仍偏高，未抓住专家“停止幻想”根本点；性格标签误判为务实稳定
鳌烨163,student_noskill,gpt-5.5,0,True,3.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,2.8,3.5,3.111,主要差距在于把目标对象导向“同类/潜力股”，与专家强调用沉稳稳定男对冲其高波动人格的核心策略相反，也低估了玩咖吸引与长期契约困难的风险。
鳌烨163,student_noskill,gemini-3.1-pro,0,True,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,1.0,1.333,严重偏离客户诉求与专家方向（建议找低资产同类完全违背客户对经济基础的要求），未仔细阅读事实资料（建议买车但客户已有），充斥空洞的互联网黑话且逻辑自相矛盾。
鳌烨163,student_noskill,deepseek-v4-pro,0,True,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.5,2.222,策略与理想对象完全背离专家‘找沉稳务实男’的方向，且未识别关键风险。
鳌烨178,student_noskill,gpt-5.5,0,True,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.6,2.25,1.889,主要差距在于把“中彩票式高攀且需锁死资源”的局面误判成女方可在A7-A8圈层自信议价，核心方向与专家参考几乎相反。
鳌烨178,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,待评分析完全误判了女方真实市场地位，错把'幸存者偏差'当成'核心竞争力'，给出的'自信、平权、向上突破'建议与专家'放弃博弈、低姿态死死锁牢'的止损思路完全相反，且存在极大实操风险。
鳌烨178,student_noskill,deepseek-v4-pro,0,True,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.75,1.333,完全误判女方市场定位，将脆弱的中彩票机遇错误解读为可扩大选择面，策略与专家锁死资源的建议背道而驰。
鳌烨172,student_noskill,gpt-5.5,0,True,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.2,3.75,3.444,主要差距是把问题重心偏向“未来身份定价/标准过高”，而专家核心更强调高压港圈对形象管理、情绪供给和国内优质资源链接的消耗。
鳌烨172,student_noskill,gemini-3.1-pro,0,True,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,严重依赖套话且生搬硬套，误判人物性格且脱离实际（如给24岁顶配男生推荐25-30岁女性、建议深耕港圈），完全背离了专家‘保留北京基本盘、提升形象博弈更高阶层’的核心洞察。
鳌烨172,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,4.4,4.5,4.444,目标画像偏离专家强调的强强联姻京籍海归，而侧重务实稳定；风险点未被充分点明
鳌烨161,student_noskill,gpt-5.5,0,True,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.4,3.75,3.556,主要差距在于没有抓住专家所强调的‘高质量男性供给稀缺/已被分配’这一结构性市场根源，反而过度解释为品味主观化和外形交换逻辑。
鳌烨161,student_noskill,gemini-3.1-pro,0,True,3.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,3.4,2.0,2.778,充斥空泛大词与牵强推导，错判了二线城市优质男供给充足的现实，且未能洞穿女方‘以精致构建自我认同’的深层心理防御，建议缺乏实操落地性。
鳌烨161,student_noskill,deepseek-v4-pro,0,True,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.75,4.333,待评分析在性格解读上未触及专家指出的‘通过精致生活构建自我认同’这一深层动机，核心矛盾未明确反映‘高质量男性已被分完’的市场稀缺性，但策略与画像高度一致，逻辑链深入且具洞察。
鳌烨170,student_noskill,gpt-5.5,0,True,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.2,3.25,3.222,主要差距是把核心矛盾误判为当下现金流与未来潜力的时间错配，而不是专家强调的社会优秀值与婚恋利他/情绪价值错位，并伴随部分市场事实过度推断。
鳌烨170,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.556,生搬硬套投资词汇模板导致逻辑极度崩坏（如将顶级外形说成择偶不被看好），虽策略方向与目标画像碰巧与专家一致，但推理过程自相矛盾，毫无真实洞察。
鳌烨170,student_noskill,deepseek-v4-pro,0,True,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.2,4.5,4.333,核心矛盾未命中“社会优秀vs利他优秀”的结构性错位，而将根源归结为时机与硬牌不被看好，对深层动机解读偏表面。
鳌烨180,student_noskill,gpt-5.5,0,True,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.8,3.5,3.111,主要命中了外形肥胖导致吸引力折价这一点，但把策略和目标对象错误导向一线/强二线年轻女性，偏离专家强调的先减重、再匹配本地年龄相近稳定女性。
鳌烨180,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.2,1.5,1.889,严重缺乏常识，无视四线城市教师编制的地域不可移动性，给出跨区域寻找一线城市女性的荒谬建议，逻辑断裂且毫无落地可能。
鳌烨180,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.444,策略方向完全背离专家“先内求、本地体制内同龄人”的核心，错判为跨区域一线；理想对象画像彻底偏离；性格解读遗漏“缺乏自控力”且误将行情高估读作价值感偏低。
鳌烨168,student_noskill,gpt-5.5,0,True,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.6,3.75,3.667,整体命中颜值短择溢价与长期基本盘不足的主矛盾，但策略和对象画像偏向“本地中上同龄男”，弱化了专家强调的豪门长择不可得、空姐身份在二代长择中的减分及人格地基建设。
鳌烨168,student_noskill,gemini-3.1-pro,0,True,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.4,3.5,3.444,逻辑链条严密自洽，但洞察停留在常规的‘青春红利快速变现’层面，未能像专家一样敏锐指出‘爷爷房产带来的虚假底气’以及‘空乘职业在二代面前实为减分项’的深层反直觉真相。
鳌烨168,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.25,4.111,性格解读未命中‘虚荣’与‘防御性高’的心理根源，也未点出‘把短期关注误判为长期主动权’的认知偏差；理想对象画像偏离专家给出的一代奋斗或对家庭要求不高的二代精英，且未提及空乘在二代眼中是减分项这一反直觉洞察。
鳌烨185,student_noskill,gpt-5.5,0,True,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6,3.0,2.778,主要差距在于把问题重心从“美貌体制内资产与公开对抗/行为不确定性的高风险折价”偏移成了确定性叙事，策略上也未充分体现藏锋、降对抗感和避免高阶包装的核心建议。
鳌烨185,student_noskill,gemini-3.1-pro,0,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,1.25,1.222,严重误判且粉饰了用户的核心劣势，将体制内的‘争议行为’强行解读为‘高情绪价值’，导致市场估值、策略与目标画像与现实完全南辕北辙，通篇充斥自相矛盾的空泛口号。
鳌烨185,student_noskill,deepseek-v4-pro,0,True,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.6,2.75,2.667,策略方向与专家“藏锋降维”完全相反，误将争议行为包装为情绪价值而非收敛对抗感；性格解读缺失防御性反击与叛逆深层动机。
鳌烨165,student_noskill,gpt-5.5,0,True,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.6,2.75,2.667,主要差距是把核心问题误判为条件稀缺和独生子偏好，遗漏了专家强调的江浙沪家境隐形筛选、东北籍门槛以及她缺乏主动性和恋人属性这一关键矛盾。
鳌烨165,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.222,无视输入资料'接受非独生子'的事实强行捏造矛盾，且完全错失东北籍在江浙沪的地域门槛及高知女性'恋人属性'匮乏的核心痛点，全是表面套话。
鳌烨165,student_noskill,deepseek-v4-pro,0,True,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.4,2.0,2.222,未识别缺乏“恋人属性”的核心矛盾，误读独生子偏好（原资料可接受非独生），策略未涉及主观能动性与情绪能力提升。
鳌烨182,student_noskill,gpt-5.5,0,True,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.4,4.0,3.667,主要差距在于策略和对象画像没有充分命中专家强调的“放弃未婚高素质幻想、转向离异互配或县城女性并提供补偿”，且对离异带儿这一核心负面标签的权重仍略低。
鳌烨182,student_noskill,gemini-3.1-pro,0,True,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.8,1.5,1.667,待评分析存在严重的语意自相矛盾（如目标画像同时要求‘已婚或再婚’与‘无婚史’），完全错失了‘已有长子极大削弱资产吸引力’这一核心结构性洞察，且策略建议充满不落地的空泛口号。
鳌烨182,student_noskill,deepseek-v4-pro,0,True,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.4,3.75,3.556,未精准命中资产与离异带儿、继承风险的结构性对冲，策略方向偏操作未明确调整目标对象。
鳌烨183,student_noskill,gpt-5.5,0,True,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.4,4.0,3.667,主要差距是把核心问题偏转为“资源对等执念/筛选过窄”，对专家强调的强势性格、示弱温柔和给对方价值空间的关系风险刻画不够精准。
鳌烨183,student_noskill,gemini-3.1-pro,0,True,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.4,1.75,1.556,严重误判22岁顶配女性的择偶红利期（竟称其‘红利极短’），给出极其危险的‘向下兼容换取包容’错误策略，完全背离专家‘坚守门槛、补齐温柔’的解法，且将案主明显的强势性格误读为‘情绪稳定’。
鳌烨183,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.25,3.111,未命中“强势性格刚性”这一核心矛盾，把根源归于“平视执念”；市场估值漏掉“性格是唯一折扣”；策略偏向放宽硬标准而非自我柔化；对象画像放宽了顶级名校要求，洞察缺乏反直觉张力。
鳌烨187,student_noskill,gpt-5.5,0,True,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.2,3.5,3.889,整体命中硬实力强但情感软实力弱的主矛盾，但策略偏温和笼统，未充分抓住柔性诱导、情绪对价、视觉跃迁及高能低利被动风险等关键点。
鳌烨187,student_noskill,gemini-3.1-pro,0,True,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.2,3.25,3.778,准确识别了'自身缺乏却慕求情绪价值'的供需错配，但策略偏向政治正确的废话，缺乏专家级别的非共识洞察与具体落地动作。
鳌烨187,student_noskill,deepseek-v4-pro,0,True,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.2,3.25,3.778,待评分析核心矛盾与对象画像精准，但策略方向偏温和期望校准，未触及专家强调的‘主动情绪价值诱导’与‘视觉跃迁’等实操要点，行动建议不够具体。
鳌烨189,student_noskill,gpt-5.5,0,True,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.2,3.75,3.444,主要差距是没有抓住“创伤后低情感能量需先治愈再择偶”的核心前置条件，反而偏向学历包装和限期推进。
鳌烨189,student_noskill,gemini-3.1-pro,0,True,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,完全忽略离异创伤导致的低能量状态，生搬大龄相亲模板，给出的'装开朗'与'3-6个月快速锁定'策略南辕北辙且具有危害性。
鳌烨189,student_noskill,deepseek-v4-pro,0,True,3.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,3.4,4.25,3.778,策略方向与专家背道而驰（忽视先治愈再择偶，急于短期锁定），且未命中核心矛盾为身份与情感能量的失衡。
鳌烨194,student_noskill,gpt-5.5,0,True,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.4,2.75,2.556,主要差距是把她解读成追求价值观契合的长期经营型择偶，弱化甚至反向于专家强调的资源型优选、趁早收割与资产对等逻辑。
鳌烨194,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.111,待评分析存在严重的阅读理解错误与常识偏差，不仅将输入资料明确说明的“看重价值合并”曲解为相反的“非资源叠加”，还抛出了“优质男性不被顶配白富美吸引”的荒谬逻辑，导致策略方向与专家建议彻底背道而驰。
鳌烨194,student_noskill,deepseek-v4-pro,0,True,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.6,2.5,2.0,误判女主心理需求，将专家认定的“爱情属性极低”曲解为追求“三观一致”，导致策略与画像完全偏离专家方向。
鳌烨196,student_noskill,gpt-5.5,0,True,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.6,3.0,2.778,主要差距是把核心矛盾从“高素质强女性与国内传统审美/性格审计错位”偏移成“智力同频人群小”，并且策略上未命中专家明确的坚定留美与远离亲情干预。
鳌烨196,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.4,1.0,1.222,完全未识别中美市场对高大强势女性审美与估值差异的核心命题，给出了“不找精英男”等与案主“厌蠢”特质严重自相矛盾的错误建议。
鳌烨196,student_noskill,deepseek-v4-pro,0,True,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.2,3.25,2.667,核心矛盾误判为匹配人群小，未抓住“个人素质vs传统白幼瘦审美错位”的结构性根源；策略未坚定留美，与专家方向偏离。
鳌烨195,student_noskill,gpt-5.5,0,True,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.4,3.25,3.333,主要差距在策略方向：待评分析仍围绕择偶匹配与共同奋斗展开，未命中专家强调的应暂停婚恋、优先健康减重与生存自救，也缺少对被婚姻剥削风险的明确警示。
鳌烨195,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.2,1.0,1.667,待评分析严重脱离下沉市场的残酷底色，给出‘靠上进心找务实好男人’的鸡汤建议，完全忽视了减肥自救的唯一出路与被底层剥削的致命风险。
鳌烨195,student_noskill,deepseek-v4-pro,0,True,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.2,2.25,2.222,策略方向与专家相悖，未抓住“立即停止寻找”的核心建议，且未识别剥削风险，对市场估值偏乐观。
鳌烨200,student_noskill,gpt-5.5,0,True,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.8,3.5,3.111,主要差距是把问题重心放在“坐标未定”，未充分命中专家强调的家本位责任驱动、回国T1市场定位以及坚定回国的战略判断。
鳌烨200,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.2,1.5,1.889,未识破案主'山东体制内独生子必回国'的结构性宿命，陷入无效的分类讨论，导致估值偏离、画像错判且缺乏实质洞察。
鳌烨200,student_noskill,deepseek-v4-pro,0,True,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.5,3.222,策略方向模糊（未如专家坚定指向回国），且核心矛盾未触及国内高压功利生态与欧洲低压自由的深层冲突
鳌烨198,student_noskill,gpt-5.5,0,True,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8,3.0,2.889,主要差距在于策略方向偏离专家：专家强调先完成教师转型、厌男情绪未消减前不强行婚恋，而待评分析反而建议尽快进入特定圈层并弱化教师身份的婚恋价值。
鳌烨198,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.2,1.5,1.889,待评分析严重误判了女教师的市场价值并产生幻觉，提出的'把厌男当筛选器'等策略极度脱离现实，逻辑链自相矛盾且充斥空泛口号，完全背离了优先完成职业转型的核心解法。
鳌烨198,student_noskill,deepseek-v4-pro,0,True,3.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.4,4.0,3.667,策略方向与专家相反：专家主张暂缓婚恋优先转型，待评分析主张重塑叙事主动筛选，核心分歧明显。
鳌烨190,student_noskill,gpt-5.5,0,True,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.5,2.778,主要差距是把专家强调的“物理隔离、夺回决策权”反向改成了“在家庭框架内和解与快速决策”，导致策略和逻辑链核心偏离。
鳌烨190,student_noskill,gemini-3.1-pro,0,True,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.0,1.444,严重误判了女方的依赖性本质，给出了‘在家庭框架内妥协’的完全相反且自相矛盾的策略，且目标画像脱离现实。
鳌烨190,student_noskill,deepseek-v4-pro,0,True,5.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.4,2.5,3.0,核心偏差：策略方向与专家完全相反，主张在家庭框架内调和而非物理隔离夺回自主权，导致画像、行动等全链条漂移。
鳌烨191,student_noskill,gpt-5.5,0,True,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.75,3.333,主要差距是低估了其“易受掠夺”的极端弱势博弈位，过度强调年轻与独立，且没有像专家那样坚决转向职业变现与财务防御。
鳌烨191,student_noskill,gemini-3.1-pro,0,True,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.2,1.5,1.333,严重脱离现实基本盘，错把‘22岁离异带娃’当成黄金硬牌，给出了极不切实际的择偶画像，通篇充斥空泛名词，完全未能指出其极易被下沉市场老男人‘白嫖’收割的致命风险。
鳌烨191,student_noskill,deepseek-v4-pro,0,True,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.4,3.5,2.889,误读为独立自主，低估离异有孩硬伤，策略保守缺具体行动。
