case_id,candidate,judge,sample,parse_ok,conflict_insight,market_read_accuracy,strategy_direction,target_portrait_match,persona_read,logic_depth,insight_nonobviousness,risk_anti_pattern,actionability,A_avg,B_avg,overall,comment
鳌烨155,student_skill,gemini-3.1-pro,0,True,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.8,4.75,4.778,分析深度极佳，准确命中了海外核心资产与传统审美的结构性矛盾；但在性格判读上‘江湖气’略有偏差，未能像专家一样敏锐捕捉到其底层对中式家庭安全感的渴望，且行文存在一定重复啰嗦。
鳌烨155,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.8,5.0,4.889,待评分析唯一的主要差距是性格解读未触及专家指出的‘外冷内热、仍渴望中式家庭安全感’这一深层动机，其余维度均精准命中并扩展了深度。
鳌烨154,student_skill,gpt-5.5,0,True,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.6,4.25,4.444,整体精准命中“硬件尚可但视觉诚信破产”的主线，策略也落地；主要差距在对象画像略窄、性格心理部分有一定过度演绎。
鳌烨154,student_skill,gemini-3.1-pro,0,True,5.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,4.4,2.5,3.556,准确抓住了照骗与硬件的核心矛盾，但严重依赖模板套话（如电子宠物、地缘套利），缺乏对视觉欺诈导致信用破产的深层洞察，风险预警完全脱离人物实际。
鳌烨154,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,待评精准命中专家全部核心矛盾与策略，且在形象兑现、收牌增值、风险预警等维度给出了更细化的可执行方案，几无偏差。
鳌烨144,student_skill,gpt-5.5,0,True,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.75,3.333,主要差距是把核心矛盾偏移成目标女性稀缺与年龄外形折价，未准确抓住专家所说的“强物质掌控力 vs 情感细腻度不足”，且对互补型对象的判断与参考方向有偏差。
鳌烨144,student_skill,gemini-3.1-pro,0,True,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.4,2.0,1.667,严重依赖生搬硬套的模板，出现‘二线A7算普通资产’等极其离谱的错判，且策略方向与专家建议的互补型完全相反。
鳌烨144,student_skill,deepseek-v4-pro,0,True,3.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.2,5.0,4.0,策略方向与专家相悖（主张找同质安稳型而非互补提供情绪价值型），且未命中专家强调的'物质掌控力与情感细腻度'内在矛盾。
鳌烨162,student_skill,gpt-5.5,0,True,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.2,4.0,4.111,整体准确命中“硬件稳但情绪供给弱”的主线，市场判断扎实，但部分表述如“温柔的反面”“先补再入场”略偏且执行建议仍偏原则化。
鳌烨162,student_skill,gemini-3.1-pro,0,True,4.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,4.4,3.0,3.778,分析准确命中了硬件足但软能力匮乏的矛盾且策略画像匹配度高，但行文大量堆砌模板化黑话，缺乏对生存型人格底层动机的深刻洞察，啰嗦有余而非显然洞察不足。
鳌烨162,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.889,理想对象画像要求开朗主动，与专家要求的性格温柔略有出入。
鳌烨159,student_skill,gpt-5.5,0,True,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.6,4.25,3.889,主要差距在理想对象画像明显偏离专家的35-40岁高净值/事业有成男性，且将目标下调为门当户对中产，弱化了专家所说的向上跨越与高净值平视关系。
鳌烨159,student_skill,gemini-3.1-pro,0,True,5.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,3.4,4.25,3.778,深刻揭示了'颜值换庇护'的被短择风险，但在市场估值上用普通相亲市场的标准低估了顶级颜值的杀伤力，导致策略和目标画像完全偏离了专家建议的'高净值阶层跨越'路线。
鳌烨159,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.2,4.75,4.444,主要差距：理想对象画像严重偏离专家建议，专家主张找事业有成、极佳物质条件的高净值男性（35-40岁），待评分析却多次强调门当户对、经济稳定而非高净值，降级明显。
鳌烨161,student_skill,gpt-5.5,0,True,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.4,4.0,3.667,主要差距在于把问题更多归为内在定位和互动短板，弱化了专家强调的高品味诉求与优质男性供给稀缺之间的市场结构矛盾，且理想对象的高净值强度不足。
鳌烨161,student_skill,gemini-3.1-pro,0,True,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.75,4.333,分析逻辑严密且策略落地性极强，在‘隐形负债’和‘防收割’上补充了极具价值的务实洞察；但在性格画像上未触及专家指出的‘用精致感构建自我认同’这一深层动机。
鳌烨161,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,待评分析在准确命中专家判断的基础上，补充了情感互动能力、隐形负债、被收割风险等深刻洞察，几乎无可挑剔。
鳌烨158,student_skill,gpt-5.5,0,True,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.2,3.25,2.667,主要偏差是把核心问题从“商人式掌控与情感细腻度不足”改写成“求稳定位与同质匹配”，导致策略方向与专家要求的增加情感投入、降低谈判感明显相反。
鳌烨158,student_skill,gemini-3.1-pro,0,True,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.4,1.25,1.333,充斥生搬硬套的模板黑话（如地缘套利、贤婿价值），严重误判了A7老板的商人属性与二婚无孩市场溢价，策略方向与专家完全相反。
鳌烨158,student_skill,deepseek-v4-pro,0,True,3.0,3.0,1.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.5,3.667,策略方向相反（同质而非互补），未命中物质掌控与情感细腻的核心矛盾，且离异估值与专家相悖
鳌烨167,student_skill,gpt-5.5,0,True,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.4,4.0,4.222,整体高度命中低筹码高欲望的核心矛盾，但略弱化了“择偶无人区”和先解决生存焦虑的判断，且加入三选二、中产对象等稍偏乐观的策略。
鳌烨167,student_skill,gemini-3.1-pro,0,True,5.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.2,2.25,3.333,命中专家基础判断，但严重依赖套话模板，将'疯狂大夫感'误读为稀缺加分项，且逻辑推理中存在'是人群错配而非层级错配'等不知所云的矛盾描述，实操建议过于口号化。
鳌烨167,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,全面且精准地命中专家核心判断，并给出了更具深度和可执行性的扩展，几乎无可挑剔。
鳌烨168,student_skill,gpt-5.5,0,True,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.25,4.111,整体命中短期颜值红利与长期阶层基本盘断层，但理想对象下调到普通男性过多，偏离专家强调的强经济一代男或低门槛二代精英。
鳌烨168,student_skill,gemini-3.1-pro,0,True,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.6,3.25,2.889,漏看'爷爷房产'引发的深层心理防御，极度低估极高颜值的转化上限，甚至给出'给二代当短期占位符'的负面偏航策略。
鳌烨168,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.4,4.75,4.556,理想对象画像与专家有偏差（向下兼容普通家境，非经济较强的一代），且未抓到用爷爷房产建立虚假自信的虚荣心理。
鳌烨172,student_skill,gpt-5.5,0,True,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.2,2.5,2.333,主要差距是把男性案例的择偶方向严重误读成寻找高位男性，导致核心矛盾、目标画像和策略大幅偏离专家参考；虽有一定市场硬件盘点和形象管理落地建议，但关键判断错位。
鳌烨172,student_skill,gemini-3.1-pro,0,True,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.2,1.25,1.222,待评分析出现灾难性的性别与客体误判（将男性受评者误判为寻求‘上嫁成熟男’），虽准确罗列了部分硬件事实和改造动作，但整体逻辑、策略方向与目标画像完全荒谬脱靶。
鳌烨172,student_skill,deepseek-v4-pro,0,True,1.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,1.8,3.5,2.556,根本性误读：将男性找女性的案例错误分析为找男性，导致对象画像、策略方向全盘偏离专家答案
鳌烨169,student_skill,gpt-5.5,0,True,4.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.75,3.333,主要差距在于策略和对象画像偏离专家核心：专家强调强势是婚姻杀手、需停止工具人逻辑并向温和包容型下兼容，而待评仍建议同层/略高且能接受其主导，延续了矛盾。
鳌烨169,student_skill,gemini-3.1-pro,0,True,5.0,5.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,3.4,3.25,3.333,分析在解读现状与挖掘矛盾上表现出色，但策略与画像出现致命自相矛盾（既指出高价值男不愿提供全程陪伴，又建议寻找能接受她主导的高价值独立男），完全偏离了专家向下兼容寻找服务型伴侣的务实方向。
鳌烨169,student_skill,deepseek-v4-pro,0,True,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,3.2,4.25,3.667,策略方向与专家完全相悖，理想对象画像严重偏离，未洞察到强势性格的改变才是核心。
鳌烨176,student_skill,gpt-5.5,0,True,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.8,4.0,3.889,主要差距是把核心矛盾过多解释为择偶清单过窄和学历软肋，弱化了专家强调的“硬件优质但情感诱导/首轮吸引不足”这一结构性根因。
鳌烨176,student_skill,gemini-3.1-pro,0,True,3.0,3.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,3.4,2.5,3.0,严重依赖黑话模板生搬硬套（如将体制内本科学历误判为核心软肋），缺乏对『物质保障与情感吸引力错位』的深度心理洞察，啰嗦且缺乏实质非显然洞见。
鳌烨176,student_skill,deepseek-v4-pro,0,True,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.6,4.25,3.889,核心矛盾解读偏移，将专家强调的“情感诱导能力匮乏”误判为高要求互斥的自我锁死，策略与画像在家境标准上存在妥协偏差。
鳌烨180,student_skill,gpt-5.5,0,True,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.75,3.889,主要差距在于性格动因没有抓准“缺乏自控力+用体制红利对冲视觉劣势”，且对年龄红利和本地贤婿估值略有拔高。
鳌烨180,student_skill,gemini-3.1-pro,0,True,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.2,3.75,4.0,策略与目标画像精准且具实操性，但行文严重套用模板，心理行为逻辑分析存在语病，且缺乏一针见血的实质洞察。
鳌烨180,student_skill,deepseek-v4-pro,0,True,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.4,5.0,4.667,待评分析虽详实，但核心矛盾未精确命中专家所指的“职业稳定与身体管理能力”对立，略偏于期望管理。
鳌烨170,student_skill,gpt-5.5,0,True,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.5,3.222,主要差距是把核心矛盾改写成“既要又要/定价失准”，未命中专家强调的社会优秀值与利他/情绪价值错位，且部分判断如高可得性、短择风险有外推成分。
鳌烨170,student_skill,gemini-3.1-pro,0,True,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.8,2.0,1.889,严重无视输入资料中的‘性格较硬’，生搬硬套‘柔软可得性’与‘低位美女’等错误标签，导致分析逻辑自相矛盾，完全错失了‘社会优秀’与‘婚恋利他’错位的核心洞察。
鳌烨170,student_skill,deepseek-v4-pro,0,True,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.4,4.75,4.0,未识别利他属性缺失这一核心矛盾，策略方向忽略收敛精英光环与释放情绪价值。
鳌烨163,student_skill,gpt-5.5,0,True,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.2,3.5,3.333,主要差距是把核心问题过度解释为外形红利与经济托底的交易错配，弱化了专家强调的情绪敏感、自媒体波动性与长期稳定契约之间的结构矛盾。
鳌烨163,student_skill,gemini-3.1-pro,0,True,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.444,‘电子宠物’的风险洞察极为生动且切中要害，但整体严重依赖‘消费品换生产者’等套路化模版（甚至臆造了女方要求‘帅与顺从’），最致命的是推荐‘同层自媒体男’，完全违背了‘用男方稳定性对冲女方波动性’的核心解法。
鳌烨163,student_skill,deepseek-v4-pro,0,True,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.4,5.0,4.667,persona_read偏重资源交换逻辑，未命中“情绪敏感、恐惧枯燥”的深层动机，将有趣灵动的内在需求过度工具化。
鳌烨178,student_skill,gpt-5.5,0,True,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,2.4,3.5,2.889,主要差距在于严重高估女方可置换性与A8赛道胜率，把专家强调的“中彩票上限、立即锁死现任”误改成了“重建自信后另寻A8适配盘”。
鳌烨178,student_skill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,待评分析严重脱离客观现实，将女方的‘中彩票’误判为‘价值被低估’，且给出的重塑价值或提婚前协议等策略极易导致其搞砸当前的绝对天花板开局。
鳌烨178,student_skill,deepseek-v4-pro,0,True,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,1.6,3.5,2.444,核心分歧：将女方针砭为‘高价值被压价’并建议转向其他市场，完全无视专家强调的‘中彩票区’和锁死当前唯一机会的根本判断。
鳌烨183,student_skill,gpt-5.5,0,True,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.2,3.5,3.333,主要差距是过度转向“强制三选二/上嫁成熟生产者”的择偶配置，反而弱化了专家最核心的策略：降低强势表达、用温柔和情绪张力修复高筹码女性的关系折价。
鳌烨183,student_skill,gemini-3.1-pro,0,True,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.2,1.75,2.0,严重依赖套路化黑话，逻辑链甚至出现“低位女”等明显的语境错乱，完全遗漏了“柔化性格与行为”这一核心破局策略。
鳌烨183,student_skill,deepseek-v4-pro,0,True,3.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.6,5.0,4.222,核心矛盾未精确命中专家‘筹码与性格刚性’，策略方向与专家改变性格示弱差异明显。
鳌烨185,student_skill,gpt-5.5,0,True,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.8,3.75,3.222,主要差距在于把问题重心从“体制内美貌与行为不确定性的高风险对冲”偏移到家庭风控和信用修复，导致目标圈层与策略方向部分偏离专家判断。
鳌烨185,student_skill,gemini-3.1-pro,0,True,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.0,1.222,全篇严重依赖脱离案例的模板黑话（如资源稀释、电子宠物），甚至无中生有“抚养”安排，市场定位与目标画像与实际情况南辕北辙，仅在指出“需要心理修复”上勉强沾边。
鳌烨185,student_skill,deepseek-v4-pro,0,False,,,,,,,,,,,,,
鳌烨182,student_skill,gpt-5.5,0,True,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.8,4.0,3.889,主要差距在于仍略高估其三四线本地资源牌与“同质传统女”可得性，理想对象没有充分落到专家所说的县城温顺阶层跃迁型或离异无抚养纠纷型。
鳌烨182,student_skill,gemini-3.1-pro,0,True,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.6,1.5,2.111,待评分析存在严重的常识反转错误（如认为31岁对女性是硬通货、男方反而已过窗口）和荒谬逻辑（如‘再生育男孩是硬通货’），生造词汇堆砌严重，缺乏连贯与真实的洞察。
鳌烨182,student_skill,deepseek-v4-pro,0,False,,,,,,,,,,,,,
鳌烨190,student_skill,gpt-5.5,0,True,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.4,3.75,3.556,主要差距是把她读成“独立自主”而弱化了专家所强调的被动依赖与必须先物理隔离夺权，策略上偏边界话术和圈层建议，未抓住“搬出去”这个第一性动作。
鳌烨190,student_skill,gemini-3.1-pro,0,True,5.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,2.6,3.0,2.778,捕捉到了模特经纪高曝光职业易被短择的防坑盲点，但将依赖父母的'金丝雀'误读为'独立自主'，且'回乡地缘套利'及'硬够A8圈层'的策略严重脱离现实，充斥心理学黑话，实操性极差。
鳌烨190,student_skill,deepseek-v4-pro,0,True,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.4,4.75,4.556,性格解读未命中被动、依赖的深层结构，误读为独立自主。
鳌烨189,student_skill,gpt-5.5,0,True,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,3.25,3.222,主要差距是把专家强调的创伤后低能量与先治愈逻辑，偏移成情感互动能力不足和软资产训练，且部分市场判断与择偶方向存在上行/求稳的内在摇摆。
鳌烨189,student_skill,gemini-3.1-pro,0,True,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.8,1.0,1.444,待评分析大量堆砌生造标签且前后自相矛盾（案主明确排斥高收入男却建议向上强强联合），完全误读了案主因创伤导致的心理能量低谷，策略方向南辕北辙。
鳌烨189,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.889,理想对象画像更偏向高净值匹配，与专家建议的平凡伴侣略有出入
鳌烨191,student_skill,gpt-5.5,0,True,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.4,4.0,3.667,主要差距在于没有把“低博弈位+低社会防御能力导致易受掠夺”作为第一核心，并且策略上仍偏向设计择偶入场，弱化了专家强调的坚决止婚、先赚钱建防御体系。
鳌烨191,student_skill,gemini-3.1-pro,0,True,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.6,1.75,2.222,生搬硬套分析术语，忽视案主底层低学历属性，择偶渠道与圈层建议自相矛盾且极不现实。
鳌烨191,student_skill,deepseek-v4-pro,0,True,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,4.75,4.333,性格误读为独立自主草根逆袭，未识别迷恋依附的脆弱逃避；理想对象偏向家境尚可离异男，偏离专家建议的同行蓝领精英。
鳌烨200,student_skill,gpt-5.5,0,True,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.4,2.75,2.556,主要差距是把案例套成了性别错位的“地缘套利/上嫁”模板，虽命中回国高估值方向，但误读责任感驱动与理想对象画像，且多处出现找男性等明显错配。
鳌烨200,student_skill,gemini-3.1-pro,0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,严重偏离事实且性别错乱，将男主误判为女性并给出寻找‘成熟男’的荒谬建议，同时‘慕洋’评价与案例中男方因女方不愿回国而分手的客观事实完全相反。
鳌烨200,student_skill,deepseek-v4-pro,0,True,3.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,2.6,3.75,3.111,对象画像跑偏：误将男性用户导向寻找高净值成熟男性，策略方向与专家严重相悖；核心矛盾读作地缘套利而非生活方式/婚恋生态冲突，略降匹配度。
鳌烨198,student_skill,gpt-5.5,0,True,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.6,4.25,3.889,主要差距是过度聚焦“高位男/短择”框架，并下调了教师身份的婚恋通行证价值，策略也偏主动打牌而非专家强调的优先事业、顺其自然。
鳌烨198,student_skill,gemini-3.1-pro,0,True,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.25,4.111,对‘厌男’防御机制及主播‘被短择风险’的洞察深邃且切中痛点，但过度套用‘高位男/双重兑现/打牌’等情感黑话模板，生造了对高位男的预设，导致理想对象画像与策略偏离了专家的‘高学历/精神引导/暂缓婚恋’方向，实操建议夹杂套话略显空泛。
鳌烨198,student_skill,deepseek-v4-pro,0,True,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.444,策略方向（立即撤人设入场）与专家“顺其自然优先事业”的核心分歧，目标画像亦从“高学历引导型”滑向“普通稳男”，这两处偏离拉低了准确性维度。
鳌烨195,student_skill,gpt-5.5,0,True,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.6,3.25,3.444,主要差距是过度强调原生家庭资源剥夺，弱化了专家所说“视觉门票+零资源”的双重核心矛盾，也没有充分点出婚姻可能变成生育/劳动力剥削的关键风险。
鳌烨195,student_skill,gemini-3.1-pro,0,True,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.5,1.778,强行堆砌社会学词汇，无视案主零收入且受困于极端重男轻女家庭的现实，给出‘找父亲要钱’、‘去旅行’等何不食肉糜的荒诞建议，甚至捏造出‘被重男轻女边缘化的男性’这种反常识画像，完全脱离现实。
鳌烨195,student_skill,deepseek-v4-pro,0,True,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.6,4.25,3.889,核心矛盾弱化了视觉门票权重，策略加入家庭课题分离偏离专家纯自救路线，理想对象设定违反专家'不建议设定'的限制。
鳌烨196,student_skill,gpt-5.5,0,True,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.2,4.0,3.556,主要差距是没有精确命中专家强调的“高大强势高知女性与国内传统审美/顺从期待错位”及“坚定留美、物理隔离亲情干预”的核心判断，转而偏向身份排序和高净值择偶框架。
鳌烨196,student_skill,gemini-3.1-pro,0,True,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.8,4.5,4.111,洞察深刻且精准识别了‘同频智力’易被潜力股绑架的陷阱，但市场估值忽略了美式健硕身材在国内相亲市场的严重折价，且策略上未能像专家那样给出‘坚决留美’的明确断言。
鳌烨196,student_skill,deepseek-v4-pro,0,True,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.444,核心矛盾未对准专家强调的素质与传统审美错位，市场估值偏乐观未充分预警国内遇冷
鳌烨194,student_skill,gpt-5.5,0,True,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.8,3.75,3.778,主要差距在于把专家所说的“高筹码+低爱情需求”的资源型收割优势，偏转成了“颜值红利导致被短择、既要又要自锁”的风险叙事，部分判断有过度心理化和依据不足。
鳌烨194,student_skill,gemini-3.1-pro,0,True,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.2,2.0,2.111,严重误读输入事实（将女生本身不重浪漫误读为‘要心动’，将感情果断误读为‘被短择’），导致核心逻辑全盘建立在虚假前提上，行文啰嗦且生造概念堆砌。
鳌烨194,student_skill,deepseek-v4-pro,0,True,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.5,4.222,核心矛盾误判为“既要又要”，未点出专家强调的“极低爱情需求”与高筹码的结构性错位，导致个性解读出现偏差。
鳌烨165,student_skill,gpt-5.5,0,True,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.6,3.5,3.0,主要差距是把问题过度解释为上嫁与条件叠加，明显漏掉专家核心的“被动绩优生心态/恋人属性不足/主动性不足”这一关键诊断。
鳌烨165,student_skill,gemini-3.1-pro,0,True,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.8,2.0,1.889,待评分析严重堆砌生造词汇，将合理要求（如父母不离异）牵强附会为资源焦虑，且完全漏掉了‘理智型大厂思维导致恋人属性匮乏’以及‘东北籍在江浙沪的隐形门槛’两大核心关键点。
鳌烨165,student_skill,deepseek-v4-pro,0,True,3.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,3.8,4.75,4.222,未识别出‘恋人属性’缺失这一核心矛盾，策略偏向外在标准调整，缺乏专家建议的内在主动性与情绪钩子建设。
鳌烨187,student_skill,gpt-5.5,0,True,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.6,4.0,3.778,主要差距是把问题过多归因于择偶标准自我锁死和渠道画像，未充分命中专家强调的“高能低利”市场处境与柔性诱导/情绪软实力转型这一核心策略。
鳌烨187,student_skill,gemini-3.1-pro,0,True,4.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,3.6,3.0,3.333,风险预警极其精准（被情绪男套现），但分析充斥套路黑话，且逻辑自相矛盾（指出自身情绪供给是短板，策略却依然让其去找提供情绪价值的男性，未真正解决核心矛盾）。
鳌烨187,student_skill,deepseek-v4-pro,0,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,待评分析各维度均精准命中专家核心，补充的正确额外深度未现偏差，几无差距。
